,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
61,2021-07-29,1537.84264368603,1518.5457072495326,1563.1284117085643,1537.84264368603,1537.84264368603,2.7201524261915466,2.7201524261915466,2.7201524261915466,2.7201524261915466,2.7201524261915466,2.7201524261915466,0.0,0.0,0.0,1540.5627961122216
62,2021-07-30,1536.2435440313,1514.294678399772,1560.4368028441543,1536.2435440313,1536.2435440313,0.8627977750327519,0.8627977750327519,0.8627977750327519,0.8627977750327519,0.8627977750327519,0.8627977750327519,0.0,0.0,0.0,1537.1063418063327
63,2021-08-02,1538.6985834266331,1513.5585087468971,1558.3688279928588,1538.6985834266331,1538.6985834266331,-2.2795305251838687,-2.2795305251838687,-2.2795305251838687,-2.2795305251838687,-2.2795305251838687,-2.2795305251838687,0.0,0.0,0.0,1536.4190529014493
64,2021-08-03,1539.5169298917442,1518.1089260819856,1561.259883151854,1539.5169298917442,1539.5169298917442,-0.00525851884828058,-0.00525851884828058,-0.00525851884828058,-0.00525851884828058,-0.00525851884828058,-0.00525851884828058,0.0,0.0,0.0,1539.511671372896
65,2021-08-04,1540.3352763568553,1520.2663766141711,1566.1870026167696,1540.3352763568553,1540.3352763568553,1.7718022753841236,1.7718022753841236,1.7718022753841236,1.7718022753841236,1.7718022753841236,1.7718022753841236,0.0,0.0,0.0,1542.1070786322393
66,2021-08-05,1541.1536228219663,1522.276913331487,1566.1636720142528,1541.1536228219663,1541.1536228219663,2.720152426193341,2.720152426193341,2.720152426193341,2.720152426193341,2.720152426193341,2.720152426193341,0.0,0.0,0.0,1543.8737752481597
67,2021-08-06,1541.9719692870774,1520.0531108720606,1565.8783075471774,1541.9719692870774,1541.9719692870774,0.8627977750316757,0.8627977750316757,0.8627977750316757,0.8627977750316757,0.8627977750316757,0.8627977750316757,0.0,0.0,0.0,1542.834767062109
68,2021-08-09,1544.4270086824108,1519.52796702821,1565.924698428212,1544.4270086824108,1544.4270086824108,-2.2795305251835876,-2.2795305251835876,-2.2795305251835876,-2.2795305251835876,-2.2795305251835876,-2.2795305251835876,0.0,0.0,0.0,1542.1474781572272
69,2021-08-10,1545.2453551475216,1525.0575450989777,1568.9653367381177,1545.2453551475216,1545.2453551475216,-0.005258518856142259,-0.005258518856142259,-0.005258518856142259,-0.005258518856142259,-0.005258518856142259,-0.005258518856142259,0.0,0.0,0.0,1545.2400966286655
70,2021-08-11,1548.2125855299216,1527.7528397264482,1572.455596658542,1548.2125855299216,1548.2125855299216,1.7718022753835463,1.7718022753835463,1.7718022753835463,1.7718022753835463,1.7718022753835463,1.7718022753835463,0.0,0.0,0.0,1549.9843878053052
71,2021-08-13,1554.1470462947216,1530.4878921898594,1576.232829002264,1554.1470462947216,1554.1470462947216,0.8627977750305995,0.8627977750305995,0.8627977750305995,0.8627977750305995,0.8627977750305995,0.8627977750305995,0.0,0.0,0.0,1555.0098440697523
72,2021-08-16,1563.0487374419213,1538.365290928263,1583.5168336460076,1563.0487374419213,1563.0487374419213,-2.2795305251833065,-2.2795305251833065,-2.2795305251833065,-2.2795305251833065,-2.2795305251833065,-2.2795305251833065,0.0,0.0,0.0,1560.7692069167379
73,2021-08-17,1566.0159678243213,1542.8484356145937,1588.1422023485575,1566.0159678243213,1566.0159678243213,-0.005258518854842597,-0.005258518854842597,-0.005258518854842597,-0.005258518854842597,-0.005258518854842597,-0.005258518854842597,0.0,0.0,0.0,1566.0107093054664
74,2021-08-18,1568.9831982067215,1549.1595168269994,1595.3640107743556,1568.9831982067215,1568.9831982067215,1.771802275377529,1.771802275377529,1.771802275377529,1.771802275377529,1.771802275377529,1.771802275377529,0.0,0.0,0.0,1570.755000482099
75,2021-08-19,1571.9504285891214,1552.065473433104,1595.6982285596816,1571.9504285891214,1571.9504285891214,2.720152426190578,2.720152426190578,2.720152426190578,2.720152426190578,2.720152426190578,2.720152426190578,0.0,0.0,0.0,1574.670581015312
76,2021-08-20,1574.9176589715212,1553.8962762952171,1598.8944055823115,1574.9176589715212,1574.9176589715212,0.8627977750264507,0.8627977750264507,0.8627977750264507,0.8627977750264507,0.8627977750264507,0.8627977750264507,0.0,0.0,0.0,1575.7804567465475
77,2021-08-23,1583.8193501187213,1558.9436684877369,1604.7010723884443,1583.8193501187213,1583.8193501187213,-2.2795305251825635,-2.2795305251825635,-2.2795305251825635,-2.2795305251825635,-2.2795305251825635,-2.2795305251825635,0.0,0.0,0.0,1581.5398195935388
78,2021-08-24,1586.786580439583,1563.7506936355094,1609.4149219298401,1586.786580439583,1586.786580439583,-0.005258518853542658,-0.005258518853542658,-0.005258518853542658,-0.005258518853542658,-0.005258518853542658,-0.005258518853542658,0.0,0.0,0.0,1586.7813219207296
79,2021-08-25,1589.753810760445,1569.1899960134222,1613.8793429338418,1589.753810760445,1589.753810760445,1.7718022753769522,1.7718022753769522,1.7718022753769522,1.7718022753769522,1.7718022753769522,1.7718022753769522,0.0,0.0,0.0,1591.525613035822
80,2021-08-26,1592.721041081307,1573.2837411085284,1617.3040146602918,1592.721041081307,1592.721041081307,2.7201524261928234,2.7201524261928234,2.7201524261928234,2.7201524261928234,2.7201524261928234,2.7201524261928234,0.0,0.0,0.0,1595.4411935074997
81,2021-08-27,1595.6882714021688,1572.534330200018,1619.1092768121287,1595.6882714021688,1595.6882714021688,0.8627977750223015,0.8627977750223015,0.8627977750223015,0.8627977750223015,0.8627977750223015,0.8627977750223015,0.0,0.0,0.0,1596.551069177191
82,2021-08-30,1604.5899623647547,1579.419871809407,1624.8047816042526,1604.5899623647547,1604.5899623647547,-2.279530525182282,-2.279530525182282,-2.279530525182282,-2.279530525182282,-2.279530525182282,-2.279530525182282,0.0,0.0,0.0,1602.3104318395724
83,2021-08-31,1607.5571926856167,1585.1833395004585,1630.2346910511558,1607.5571926856167,1607.5571926856167,-0.005258518850645259,-0.005258518850645259,-0.005258518850645259,-0.005258518850645259,-0.005258518850645259,-0.005258518850645259,0.0,0.0,0.0,1607.551934166766
84,2021-09-01,1610.5244230064784,1590.3510171477587,1632.812336628774,1610.5244230064784,1610.5244230064784,1.7718022753816727,1.7718022753816727,1.7718022753816727,1.7718022753816727,1.7718022753816727,1.7718022753816727,0.0,0.0,0.0,1612.29622528186
85,2021-09-02,1613.4916533273404,1593.6002496274664,1638.51345642543,1613.4916533273404,1613.4916533273404,2.720152426194617,2.720152426194617,2.720152426194617,2.720152426194617,2.720152426194617,2.720152426194617,0.0,0.0,0.0,1616.211805753535
86,2021-09-03,1614.6896908727924,1592.1393736122966,1638.8802839437901,1614.6896908727924,1614.6896908727924,0.8627977750242982,0.8627977750242982,0.8627977750242982,0.8627977750242982,0.8627977750242982,0.8627977750242982,0.0,0.0,0.0,1615.5524886478167
87,2021-09-06,1618.2838035091484,1592.682337999646,1637.2699203071481,1618.2838035091484,1618.2838035091484,-2.2795305251843003,-2.2795305251843003,-2.2795305251843003,-2.2795305251843003,-2.2795305251843003,-2.2795305251843003,0.0,0.0,0.0,1616.004272983964
88,2021-09-07,1619.4818410546006,1597.4010928260338,1642.5571331330862,1619.4818410546006,1619.4818410546006,-0.005258518850943428,-0.005258518850943428,-0.005258518850943428,-0.005258518850943428,-0.005258518850943428,-0.005258518850943428,0.0,0.0,0.0,1619.4765825357497
89,2021-09-08,1620.6798786000525,1599.149615174772,1644.4197730977437,1620.6798786000525,1620.6798786000525,1.7718022753810951,1.7718022753810951,1.7718022753810951,1.7718022753810951,1.7718022753810951,1.7718022753810951,0.0,0.0,0.0,1622.4516808754336
90,2021-09-09,1621.8779161455045,1601.4537744589938,1647.655410888369,1621.8779161455045,1621.8779161455045,2.7201524261900607,2.7201524261900607,2.7201524261900607,2.7201524261900607,2.7201524261900607,2.7201524261900607,0.0,0.0,0.0,1624.5980685716945
91,2021-09-10,1623.0759536909566,1601.9684855375579,1645.1452274569644,1623.0759536909566,1623.0759536909566,0.8627977750201493,0.8627977750201493,0.8627977750201493,0.8627977750201493,0.8627977750201493,0.8627977750201493,0.0,0.0,0.0,1623.9387514659768
92,2021-09-13,1626.6700663273127,1600.5817029979419,1647.0544974098505,1626.6700663273127,1626.6700663273127,-2.2795305251840197,-2.2795305251840197,-2.2795305251840197,-2.2795305251840197,-2.2795305251840197,-2.2795305251840197,0.0,0.0,0.0,1624.3905358021286
93,2021-09-14,1627.8681038727646,1605.6418240403061,1650.5751924670938,1627.8681038727646,1627.8681038727646,-0.005258518857207231,-0.005258518857207231,-0.005258518857207231,-0.005258518857207231,-0.005258518857207231,-0.005258518857207231,0.0,0.0,0.0,1627.8628453539072
94,2021-09-15,1627.8744681748951,1607.0184615562848,1652.897832271918,1627.8744681748951,1627.8744681748951,1.7718022753831666,1.7718022753831666,1.7718022753831666,1.7718022753831666,1.7718022753831666,1.7718022753831666,0.0,0.0,0.0,1629.6462704502783
95,2021-09-16,1627.8808324770255,1607.9480714521474,1654.1193733889497,1627.8808324770255,1627.8808324770255,2.7201524261918553,2.7201524261918553,2.7201524261918553,2.7201524261918553,2.7201524261918553,2.7201524261918553,0.0,0.0,0.0,1630.6009849032173
96,2021-09-17,1627.8871967791558,1606.4691302318531,1651.295230413839,1627.8871967791558,1627.8871967791558,0.8627977750288528,0.8627977750288528,0.8627977750288528,0.8627977750288528,0.8627977750288528,0.8627977750288528,0.0,0.0,0.0,1628.7499945541847
97,2021-09-20,1627.906289685547,1602.140718403615,1649.2263450312212,1627.906289685547,1627.906289685547,-2.279530525183277,-2.279530525183277,-2.279530525183277,-2.279530525183277,-2.279530525183277,-2.279530525183277,0.0,0.0,0.0,1625.626759160364
98,2021-09-21,1627.9126539876775,1604.8099159235085,1650.6377151901154,1627.9126539876775,1627.9126539876775,-0.005258518854309508,-0.005258518854309508,-0.005258518854309508,-0.005258518854309508,-0.005258518854309508,-0.005258518854309508,0.0,0.0,0.0,1627.907395468823
99,2021-09-22,1627.9190182898078,1607.1272744389416,1653.475263382247,1627.9190182898078,1627.9190182898078,1.7718022753771503,1.7718022753771503,1.7718022753771503,1.7718022753771503,1.7718022753771503,1.7718022753771503,0.0,0.0,0.0,1629.690820565185
100,2021-09-23,1627.9253825919384,1608.4158917510763,1653.681315349198,1627.9253825919384,1627.9253825919384,2.7201524261904737,2.7201524261904737,2.7201524261904737,2.7201524261904737,2.7201524261904737,2.7201524261904737,0.0,0.0,0.0,1630.6455350181288
101,2021-09-27,1627.9508391211407,1604.193892674636,1646.7407941927331,1627.9508391211407,1627.9508391211407,-2.2795305251829956,-2.2795305251829956,-2.2795305251829956,-2.2795305251829956,-2.2795305251829956,-2.2795305251829956,0.0,0.0,0.0,1625.6713085959577
102,2021-09-28,1627.9572032534413,1606.742520259455,1653.622274074067,1627.9572032534413,1627.9572032534413,-0.005258518853009846,-0.005258518853009846,-0.005258518853009846,-0.005258518853009846,-0.005258518853009846,-0.005258518853009846,0.0,0.0,0.0,1627.9519447345883
103,2021-09-29,1627.963567385742,1607.4491109920446,1651.9663605329433,1627.963567385742,1627.963567385742,1.771802275379222,1.771802275379222,1.771802275379222,1.771802275379222,1.771802275379222,1.771802275379222,0.0,0.0,0.0,1629.7353696611212
104,2021-09-30,1627.9699315180426,1608.925808327342,1651.9010988404257,1627.9699315180426,1627.9699315180426,2.720152426192268,2.720152426192268,2.720152426192268,2.720152426192268,2.720152426192268,2.720152426192268,0.0,0.0,0.0,1630.6900839442349
105,2021-10-01,1627.9762956503432,1605.482569515731,1649.9027516158756,1627.9762956503432,1627.9762956503432,0.8627977750267,0.8627977750267,0.8627977750267,0.8627977750267,0.8627977750267,0.8627977750267,0.0,0.0,0.0,1628.8390934253698
